"","App","Category","Rating","Reviews","Size","Installs","Price","Content.Rating","Android.Ver","Everyone","Mature_17+","Teen","success"
"290","Mobile Doc Scanner (MDScan) Lite","BUSINESS",4.2,4017,19,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"291","TurboScan: scan documents and receipts in PDF","BUSINESS",4.7,365,6.8,1e+05,4.99,"Everyone",4,1,0,0,"No"
"292","Tiny Scanner Pro: PDF Doc Scan","BUSINESS",4.8,87,39,1e+05,4.99,"Everyone",3,1,0,0,"No"
"294","OfficeSuite : Free Office + PDF Editor","BUSINESS",4.3,11,35,1e+08,0,"Everyone",4.1,1,0,0,"Yes"
"296","Verify - Receipts & Expenses","BUSINESS",4.5,3693,29,10000,0,"Everyone",5,1,0,0,"No"
"297","QuickBooks Accounting: Invoicing & Expenses","BUSINESS",4.3,2148,41,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"299","Manga Master - Best manga & comic reader","COMICS",4.6,2233,4.9,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"300","GANMA! - All original stories free of charge for all original comics","COMICS",4.7,4562,27,1e+06,0,"Teen",4.1,0,0,1,"Yes"
"301","RÃ¶hrich Werner Soundboard","COMICS",4.7,2057,32,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"302","Unicorn Pokez - Color By Number","COMICS",4.8,4291,12,50000,0,"Everyone",4.4,1,0,0,"No"
"303","MangaToon - Comics updated Daily","COMICS",3.9,5550,15,50000,0,"Mature 17+",4.1,0,1,0,"No"
"304","Manga Net â€“ Best Online Manga Reader","COMICS",4.1,33,11,50000,0,"Mature 17+",4.1,0,1,0,"No"
"305","Manga Rock - Best Manga Reader","COMICS",4.4,2220,28,1e+06,0,"Teen",5,0,0,1,"Yes"
"306","Manga - read Thai translation","COMICS",4.6,2871,2.2,10000,0,"Teen",4,0,0,1,"No"
"307","The Vietnam Story - Fun Stories","COMICS",4.5,3858,3.4,10000,0,"Everyone",2.3,1,0,0,"No"
"308","Dragon Ball Wallpaper - Ringtones","COMICS",4.7,5203,8.3,10000,0,"Everyone",4.03,1,0,0,"No"
"309","Funny Jokes Photos","COMICS",4.4,3536,4.3,10000,0,"Everyone",4.2,1,0,0,"No"
"310","Truyá»‡n Vui TÃ_ Quáº_y","COMICS",4.5,919,4.7,10000,0,"Everyone",4.03,1,0,0,"No"
"311","Comic Es - Shojo manga / love comics free of charge â™ª â™ª","COMICS",3.9,1981,10,1e+05,0,"Teen",4.03,0,0,1,"No"
"312","comico Popular Original Cartoon Updated Everyday Comico","COMICS",3.2,5848,15,5e+06,0,"Teen",4.03,0,0,1,"Yes"
"313","Daily Manga - Comic & Webtoon","COMICS",3.2,929,7.1,1e+05,0,"Mature 17+",4.03,0,1,0,"No"
"314","æ_«å’– Comics - Manga,Novel and Stories","COMICS",4.1,483,21,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"315","Emmanuella Funny Videos 2018","COMICS",4.5,2970,6.1,1e+05,0,"Everyone",4.1,1,0,0,"No"
"317","Manga Zero - Japanese cartoon and comic reader","COMICS",4.2,1059,15,1e+06,0,"Teen",4.2,0,0,1,"Yes"
"318","Marvel Unlimited","COMICS",3.7,2067,11,1e+06,0,"Teen",4.4,0,0,1,"Yes"
"319","Tapas â€“ Comics, Novels, and Stories","COMICS",4.5,2840,29,1e+06,0,"Teen",4.4,0,0,1,"Yes"
"320","Children's cartoons (Mithu-Mina-Raju)","COMICS",4.6,2650,3.3,1e+05,0,"Everyone",4,1,0,0,"No"
"323","Faustop Sounds","COMICS",4.7,1317,40,1e+05,0,"Everyone",4.1,1,0,0,"No"
"324","Manga Mania - Best online manga reader","COMICS",4.4,5289,10,10000,0,"Teen",4.1,0,0,1,"No"
"325","#NAME?","COMICS",3.5,376,9.1,10000,0,"Mature 17+",5,0,1,0,"No"
"326","Manga AZ - Manga Comic Reader","COMICS",3.3,561,4.7,5000,0,"Teen",4.03,0,0,1,"No"
"327","Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game","COMICS",4.5,5994,38,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"329","Funny Jokes and Stories 2018","COMICS",4.2,1874,6.7,5000,0,"Everyone",4,1,0,0,"No"
"330","Hojiboy Tojiboyev Life Hacks","COMICS",5,1025,37,1000,0,"Everyone",4.03,1,0,0,"No"
"332","Best Wallpapers Backgrounds(100,000+ 4K HD)","COMICS",4.7,3331,7.8,10000,0,"Teen",4.03,0,0,1,"No"
"333","think Comics","COMICS",4.4,20,19,50000,0,"Everyone",4.03,1,0,0,"No"
"334","Memes Button","COMICS",4.4,4669,5.7,1e+06,0,"Everyone",4,1,0,0,"Yes"
"335","Laftel - Watching and Announcing Snooping, Streaming","COMICS",4.6,4150,35,1e+05,0,"Everyone",4.4,1,0,0,"No"
"338","Messenger for SMS","COMMUNICATION",4.3,565,17,1e+07,0,"Teen",4.1,0,0,1,"Yes"
"344","My Tele2","COMMUNICATION",4.3,1178,8.8,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"346","Yahoo Mail â€“ Stay Organized","COMMUNICATION",4.3,3726,16,1e+08,0,"Everyone",4.4,1,0,0,"Yes"
"347","imo beta free calls and text","COMMUNICATION",4.3,4936,11,1e+08,0,"Everyone",4,1,0,0,"Yes"
"348","imo free video calls and chat","COMMUNICATION",4.3,4080,11,5e+08,0,"Everyone",4,1,0,0,"Yes"
"350","Call Free â€“ Free Call","COMMUNICATION",4.3,2872,15,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"356","Cricket Visual Voicemail","COMMUNICATION",3.9,791,5.1,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"358","TracFone My Account","COMMUNICATION",3.6,1841,18,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"359","Firefox Focus: The privacy browser","COMMUNICATION",4.4,3389,4,1e+06,0,"Everyone",5,1,0,0,"Yes"
"363","TouchPal Keyboard - Fun Emoji & Android Keyboard","COMMUNICATION",4.4,4749,37,1e+07,0,"Mature 17+",4.03,0,1,0,"Yes"
"365","Skype Lite - Free Video Call & Chat","COMMUNICATION",4.2,3106,22,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"367","UC Browser Mini -Tiny Fast Private & Secure","COMMUNICATION",4.4,3361,3.3,1e+08,0,"Teen",4,0,0,1,"Yes"
"368","WhatsApp Business","COMMUNICATION",4.4,788,32,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"369","My magenta","COMMUNICATION",3.9,3767,37,1e+06,0,"Everyone",5,1,0,0,"Yes"
"375","Antillean Gold Telegram (original version)","COMMUNICATION",4.4,2788,17,1e+05,0,"Everyone",4.1,1,0,0,"No"
"378","Omlet Chat","COMMUNICATION",3.9,3648,35,1e+07,0,"Teen",4.03,0,0,1,"Yes"
"379","UC Browser - Fast Download Private & Secure","COMMUNICATION",4.5,1453,40,5e+08,0,"Teen",4,0,0,1,"Yes"
"380","My Vodacom SA","COMMUNICATION",3.7,2347,61,5e+06,0,"Everyone",4.3,1,0,0,"Yes"
"381","Microsoft Edge","COMMUNICATION",4.3,2581,66,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"384","imo free video calls and chat","COMMUNICATION",4.3,4081,11,5e+08,0,"Everyone",4,1,0,0,"Yes"
"385","Hangouts Dialer - Call Phones","COMMUNICATION",4,518,79,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"388","Talkatone: Free Texts, Calls & Phone Number","COMMUNICATION",4.1,706,25,1e+07,0,"Everyone",4.2,1,0,0,"Yes"
"389","Calls & Text by Mo+","COMMUNICATION",4.2,5549,14,5e+06,0,"Everyone",4,1,0,0,"Yes"
"396","GO SMS Pro - Messenger, Free Themes, Emoji","COMMUNICATION",4.4,2725,24,1e+08,0,"Everyone",4,1,0,0,"Yes"
"398","Messaging+ SMS, MMS Free","COMMUNICATION",4.1,2678,17,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"399","chomp SMS","COMMUNICATION",4.3,3144,8.3,1e+07,0,"Everyone",2.3,1,0,0,"Yes"
"401","Text SMS","COMMUNICATION",4.5,3258,8.2,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"406","mysms SMS Text Messaging Sync","COMMUNICATION",4.3,3433,8.4,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"409","Firefox Focus: The privacy browser","COMMUNICATION",4.4,3390,4,1e+06,0,"Everyone",5,1,0,0,"Yes"
"410","2ndLine - Second Phone Number","COMMUNICATION",4.2,1181,32,1e+06,0,"Everyone",4,1,0,0,"Yes"
"414","CM Browser - Ad Blocker , Fast Download , Privacy","COMMUNICATION",4.6,2077,6.1,5e+07,0,"Everyone",4,1,0,0,"Yes"
"417","Ninesky Browser","COMMUNICATION",4.2,3808,2.8,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"420","UC Browser Mini -Tiny Fast Private & Secure","COMMUNICATION",4.4,3362,3.3,1e+08,0,"Teen",4,0,0,1,"Yes"
"421","UC Browser - Fast Download Private & Secure","COMMUNICATION",4.5,1454,40,5e+08,0,"Teen",4,0,0,1,"Yes"
"422","Ghostery Privacy Browser","COMMUNICATION",4.1,690,2.2,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"424","Web Browser for Android","COMMUNICATION",4.1,4464,4.3,1e+06,0,"Everyone",4,1,0,0,"Yes"
"425","DU Browserâ€”Browse fast & fun","COMMUNICATION",4.3,341,4.7,1e+07,0,"Everyone",4,1,0,0,"Yes"
"426","Lightning Web Browser","COMMUNICATION",4.1,574,2.3,5e+05,0,"Everyone",4,1,0,0,"Yes"
"427","Web Browser","COMMUNICATION",4.2,254,2.3,5e+05,0,"Everyone",3,1,0,0,"Yes"
"429","Contacts+","COMMUNICATION",4.2,1639,11,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"430","ExDialer - Dialer & Contacts","COMMUNICATION",4.2,564,2.7,1e+07,0,"Everyone",2.1,1,0,0,"Yes"
"431","Calls & Text by Mo+","COMMUNICATION",4.2,5549,14,5e+06,0,"Everyone",4,1,0,0,"Yes"
"433","PHONE for Google Voice & GTalk","COMMUNICATION",4.3,5179,13,1e+06,0,"Everyone",4,1,0,0,"Yes"
"434","Safest Call Blocker","COMMUNICATION",4.4,2619,3.7,1e+06,0,"Everyone",4,1,0,0,"Yes"
"435","Full Screen Caller ID","COMMUNICATION",4.2,155,10,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"436","Hiya - Caller ID & Block","COMMUNICATION",4.4,1461,13,1e+07,0,"Mature 17+",5,0,1,0,"Yes"
"437","Call Blocker","COMMUNICATION",4.1,1430,10,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"438","Mr. Number-Block calls & spam","COMMUNICATION",4.2,1455,13,1e+07,0,"Mature 17+",5,0,1,0,"Yes"
"439","Should I Answer?","COMMUNICATION",4.8,2206,8.8,1e+06,0,"Everyone",4,1,0,0,"Yes"
"440","RocketDial Dialer & Contacts","COMMUNICATION",4.4,3036,5.5,1e+06,0,"Everyone",2.1,1,0,0,"Yes"
"441","CallApp: Caller ID, Blocker & Phone Call Recorder","COMMUNICATION",4.4,4113,20,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"442","Whoscall - Caller ID & Block","COMMUNICATION",4.4,4472,29,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"445","Call Control - Call Blocker","COMMUNICATION",4.4,5841,11,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"447","Video Caller Id","COMMUNICATION",4.2,1080,17,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"448","Sync.ME â€“ Caller ID & Block","COMMUNICATION",4.5,1811,17,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"451","Caller ID +","COMMUNICATION",4,5873,118,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"453","Yahoo Mail â€“ Stay Organized","COMMUNICATION",4.3,3727,16,1e+08,0,"Everyone",4.4,1,0,0,"Yes"
"454","K-9 Mail","COMMUNICATION",4.2,5707,5.1,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"456","Email TypeApp - Mail App","COMMUNICATION",4.6,1527,44,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"457","All Email Providers","COMMUNICATION",4.1,1865,7.3,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"458","Newton Mail - Email App for Gmail, Outlook, IMAP","COMMUNICATION",4,524,30,1e+06,0,"Everyone",5,1,0,0,"Yes"
"459","GO Notifier","COMMUNICATION",4.2,554,695,1e+07,0,"Everyone",2,1,0,0,"Yes"
"461","Mail1Click - Secure Mail","COMMUNICATION",4.1,2405,1.6,10000,0,"Everyone",2.2,1,0,0,"No"
"462","Daum Mail - Next Mail","COMMUNICATION",4.3,3700,19,5e+06,0,"Everyone",4,1,0,0,"Yes"
"466","imo free video calls and chat","COMMUNICATION",4.3,4081,11,5e+08,0,"Everyone",4,1,0,0,"Yes"
"472","JusTalk - Free Video Calls and Fun Video Chat","COMMUNICATION",4.6,1648,26,5e+06,0,"Everyone",4.03,1,0,0,"Yes"
"478","Calculator","DATING",2.6,4555,6.2,1000,6.99,"Everyone",4,1,0,0,"No"
"482","AMBW Dating App: Asian Men Black Women Interracial","DATING",3.5,1745,17,100,7.99,"Mature 17+",4,0,1,0,"No"
"484","OkCupid Dating","DATING",4.1,2704,15,1e+07,0,"Mature 17+",4.1,0,1,0,"Yes"
"486","Hily: Dating, Chat, Match, Meet & Hook up","DATING",4.1,2409,56,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"487","Hinge: Dating & Relationships","DATING",4.2,5369,12,5e+05,0,"Mature 17+",5,0,1,0,"Yes"
"488","Casual Dating & Adult Singles - Joyride","DATING",4.5,4753,11,5e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"489","BBW Dating & Plus Size Chat","DATING",4.4,586,29,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"491","CMB Free Dating App","DATING",4,4145,40,1e+06,0,"Mature 17+",4.4,0,1,0,"Yes"
"493","eharmony - Online Dating App","DATING",3.1,2963,53,5e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"494","Free Dating App & Flirt Chat - Match with Singles","DATING",4.4,1388,3.1,5e+06,0,"Mature 17+",4,0,1,0,"Yes"
"495","Chispa, the Dating App for Latino, Latina Singles","DATING",4.2,3732,24,1e+05,0,"Mature 17+",4.4,0,1,0,"No"
"496","Clover Dating App","DATING",4.1,407,23,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"497","Black People Meet Singles Date","DATING",3.9,63,5,1e+06,0,"Mature 17+",4.4,0,1,0,"Yes"
"498","Mingle2 - Free Online Dating & Singles Chat Rooms","DATING",4.3,3408,44,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"499","Free Dating App & Flirt Chat - Cheers","DATING",4.4,4968,27,10000,0,"Mature 17+",4.1,0,1,0,"No"
"500","stranger chat - anonymous chat","DATING",3.5,708,6.1,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"502","Free Dating Hook Up Messenger","DATING",3.3,391,21,1e+05,0,"Mature 17+",4.2,0,1,0,"No"
"503","Find Real Love â€” YouLove Premium Dating","DATING",4.5,1911,11,1e+07,0,"Mature 17+",4.1,0,1,0,"Yes"
"504","Once - Quality Matches Every day","DATING",4.4,2033,21,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"505","BLK - Swipe. Match. Chat.","DATING",4.1,1828,24,1e+05,0,"Mature 17+",4.4,0,1,0,"No"
"506","Cougar Dating Life : Date Older Women Sugar Mummy","DATING",3.9,1270,31,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"507","Howlr","DATING",3.9,156,27,5000,0,"Mature 17+",4.4,0,1,0,"No"
"508","Stranger Chat & Date","DATING",3.6,3195,6.2,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"510","RandoChat - Chat roulette","DATING",3.6,445,12,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"511","BeWild Free Dating & Chat App","DATING",3.4,1744,8,1e+05,0,"Mature 17+",4.2,0,1,0,"No"
"512","FastMeet: Chat, Dating, Love","DATING",4.2,2065,5.9,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"513","Free Dating App - YoCutie - Flirt, Chat & Meet","DATING",4.1,5939,7.9,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"514","OurTime Dating for Singles 50+","DATING",3.4,2369,5,1e+05,0,"Mature 17+",4.4,0,1,0,"No"
"515","FarmersOnly Dating","DATING",3,369,1.4,1e+05,0,"Mature 17+",4,0,1,0,"No"
"516","Dating for 50 plus Mature Singles â€“ FINALLY","DATING",4.6,675,13,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"517","Sudy â€“ Meet Elite & Rich Single","DATING",4.1,1396,40,5e+05,0,"Mature 17+",4.03,0,1,0,"Yes"
"518","Christian Dating For Free App","DATING",3.9,5673,13,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"519","Just She - Top Lesbian Dating","DATING",1.9,5884,19,1e+05,0,"Mature 17+",5,0,1,0,"No"
"520","Single Parent Meet #1 Dating","DATING",3.5,2454,5,5e+05,0,"Mature 17+",4.4,0,1,0,"Yes"
"521","EliteSingles â€“ Dating for Single Professionals","DATING",2.5,4394,19,5e+05,0,"Mature 17+",4.03,0,1,0,"Yes"
"522","Millionaire Match: Rich Singles Dating App","DATING",3.9,5607,27,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"523","InterracialCupid - Interracial Dating App","DATING",3.4,1903,3,50000,0,"Mature 17+",5,0,1,0,"No"
"524","Sugar Mommas Dating And Single Search","DATING",3.5,1712,13,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"525","Hide App, Private Dating, Safe Chat - PrivacyHider","DATING",4.4,3277,7.2,1e+06,0,"Everyone",4,1,0,0,"Yes"
"526","muzmatch: Muslim & Arab Singles, Marriage & Dating","DATING",3.8,4292,25,1e+05,0,"Mature 17+",4.03,0,1,0,"No"
"528","Sugar Daddy Dating App","DATING",2.5,2629,5.7,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"529","Adult Dirty Emojis","DATING",2.8,5443,5.5,10000,0,"Teen",4.03,0,0,1,"No"
"531","Meet4U - Chat, Love, Singles!","DATING",4.2,3593,6.5,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"532","SnpCupid Dating","DATING",3.5,248,5.8,1e+05,0,"Mature 17+",4.2,0,1,0,"No"
"534","Adult Dating - AdultFinder","DATING",3.3,1201,3.8,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"535","Gay Sugar Daddy Dating & Hookup â€“ Sudy Gay","DATING",4.1,2014,41,1e+05,0,"Mature 17+",4.03,0,1,0,"No"
"536","Meet24 - Love, Chat, Singles","DATING",4.2,4560,7.9,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"537","BBWCupid - BBW Dating App","DATING",3.5,2240,2.8,50000,0,"Mature 17+",5,0,1,0,"No"
"538","ChatVideo Meet new people","DATING",4.2,4869,20,5e+06,0,"Mature 17+",4,0,1,0,"Yes"
"539","TryDate - Free Online Dating App, Chat Meet Adults","DATING",4.4,5411,15,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"540","Black White Interracial Dating - Interracial Match","DATING",4.1,4384,28,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"541","USA Singles Meet, Match and Date Free - Date","DATING",4.2,4242,9.6,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"542","FlirtChat - â™¥Free Dating/Flirting Appâ™¥","DATING",4.3,2264,13,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"543","OkCupid Dating","DATING",4.1,2704,15,1e+07,0,"Mature 17+",4.1,0,1,0,"Yes"
"544","CMB Free Dating App","DATING",4,4145,40,1e+06,0,"Mature 17+",4.4,0,1,0,"Yes"
"545","Hily: Dating, Chat, Match, Meet & Hook up","DATING",4.1,2409,56,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"546","Hinge: Dating & Relationships","DATING",4.2,5369,12,5e+05,0,"Mature 17+",5,0,1,0,"Yes"
"547","The League","DATING",3,5565,9.4,1e+05,0,"Mature 17+",4.4,0,1,0,"No"
"548","BBW Dating & Plus Size Chat","DATING",4.4,586,29,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"549","Casual Dating & Adult Singles - Joyride","DATING",4.5,4753,11,5e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"550","EliteSingles â€“ Dating for Single Professionals","DATING",2.5,4394,19,5e+05,0,"Mature 17+",4.03,0,1,0,"Yes"
"551","Clover Dating App","DATING",4.1,407,23,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"553","Herpes Dating: 1,000K+ Singles","DATING",4,5230,27,10000,0,"Mature 17+",4.1,0,1,0,"No"
"555","Just She - Top Lesbian Dating","DATING",1.9,5884,19,1e+05,0,"Mature 17+",5,0,1,0,"No"
"556","Heart mill","DATING",3.3,4005,45,1e+05,0,"Mature 17+",5,0,1,0,"No"
"557","Once - Quality Matches Every day","DATING",4.4,2033,21,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"558","Sudy â€“ Meet Elite & Rich Single","DATING",4.1,1396,40,5e+05,0,"Mature 17+",4.03,0,1,0,"Yes"
"559","muzmatch: Muslim & Arab Singles, Marriage & Dating","DATING",3.8,4292,25,1e+05,0,"Mature 17+",4.03,0,1,0,"No"
"560","95Live -SG#1 Live Streaming App","DATING",4.1,4183,15,1e+06,0,"Teen",4.2,0,0,1,"Yes"
"561","Chispa, the Dating App for Latino, Latina Singles","DATING",4.2,3732,24,1e+05,0,"Mature 17+",4.4,0,1,0,"No"
"563","Find Real Love â€” YouLove Premium Dating","DATING",4.5,1911,11,1e+07,0,"Mature 17+",4.1,0,1,0,"Yes"
"564","Mutual - LDS Dating","DATING",3.7,917,38,50000,0,"Mature 17+",4.2,0,1,0,"No"
"565","Cougar Dating Life : Date Older Women Sugar Mummy","DATING",3.9,1272,31,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"566","stranger chat - anonymous chat","DATING",3.5,709,6.1,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"567","Millionaire Match: Rich Singles Dating App","DATING",3.9,5611,27,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"568","2RedBeans","DATING",4,3158,32,10000,0,"Mature 17+",4.3,0,1,0,"No"
"569","Dating for 50 plus Mature Singles â€“ FINALLY","DATING",4.6,676,13,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"570","SweetRing - Meet, Match, Date","DATING",4,4297,63,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"571","BiggerCity: Chat for gay bears, chubs & chasers","DATING",4.1,5807,44,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"573","SilverSingles: The 50+ Dating App","DATING",3.3,1010,16,10000,0,"Mature 17+",4.03,0,1,0,"No"
"574","Herpes Positive Singles Dating","DATING",4.4,1724,28,10000,0,"Mature 17+",4.1,0,1,0,"No"
"576","FastMeet: Chat, Dating, Love","DATING",4.2,2066,5.9,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"577","Christian Dating For Free App","DATING",3.9,5674,13,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"578","Glam - Premium Dating App","DATING",4.3,2147,9,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"579","iDates - Chats, Flirts, Dating, Love & Relations","DATING",3.4,836,20,5e+05,0,"Mature 17+",4.2,0,1,0,"Yes"
"580","Meet24 - Love, Chat, Singles","DATING",4.2,4561,7.9,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"581","Black White Interracial Dating - Interracial Match","DATING",4.1,4390,28,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"582","JustDating","DATING",4,753,49,5e+05,0,"Mature 17+",4.03,0,1,0,"Yes"
"583","Interracial Match Dating App","DATING",3.6,907,27,10000,0,"Mature 17+",4.1,0,1,0,"No"
"584","Russian Dating & Chat for Russian speaking RusDate","DATING",4.2,167,18,1e+05,0,"Mature 17+",4.2,0,1,0,"No"
"585","Sky People (SPI): A secure blind date through authentication by Seoul National University","DATING",3.5,5731,14,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"586","Sweet mi - unlimited hunnam hunting blind date","DATING",4,4772,27,5e+05,0,"Mature 17+",4.1,0,1,0,"Yes"
"587","Gay Sugar Daddy Dating & Hookup â€“ Sudy Gay","DATING",4.1,2014,41,1e+05,0,"Mature 17+",4.03,0,1,0,"No"
"588","Mingle - Online Dating App to Chat & Meet People","DATING",4.1,1039,38,1e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"589","Adult Dirty Emojis","DATING",2.8,5443,5.5,10000,0,"Teen",4.03,0,0,1,"No"
"590","BBW Dating & Curvy Singles Chat- LargeFriends","DATING",4.4,1978,27,10000,0,"Mature 17+",4.1,0,1,0,"No"
"591","Hide App, Private Dating, Safe Chat - PrivacyHider","DATING",4.4,3276,7.2,1e+06,0,"Everyone",4,1,0,0,"Yes"
"592","Hitwe - meet people and chat","DATING",4.2,2272,21,1e+07,0,"Mature 17+",4.1,0,1,0,"Yes"
"593","A hundred","DATING",4.1,2190,8.8,10000,0,"Mature 17+",4.03,0,1,0,"No"
"594","JustSayHi- Dating App. Chat & Meet Singles Nearby","DATING",4.2,4284,38,1e+05,0,"Mature 17+",4.1,0,1,0,"No"
"596","WannaMeet â€“ Dating & Chat App","DATING",4.1,4987,11,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"597","Meet4U - Chat, Love, Singles!","DATING",4.2,3594,6.5,1e+06,0,"Mature 17+",4.03,0,1,0,"Yes"
"598","Luxy Pro- Elite Dating Single","DATING",3.9,5240,26,50000,0,"Mature 17+",4.03,0,1,0,"No"
"599","Dating Network","DATING",4,1583,19,10000,0,"Mature 17+",4.2,0,1,0,"No"
"600","Chatting - Free chat, random chat, boyfriend, girlfriend","DATING",4.2,2352,6.1,5e+05,0,"Mature 17+",4,0,1,0,"Yes"
"601","iPair-Meet, Chat, Dating","DATING",4.5,1520,77,5e+06,0,"Mature 17+",4.1,0,1,0,"Yes"
"602","Meet, chat & date. Free dating app - Chocolate app","DATING",3.9,5656,9.5,1e+06,0,"Mature 17+",4,0,1,0,"Yes"
"603","Transenger â€“ Ts Dating and Chat for Free","DATING",3.6,5442,14,1000,0,"Mature 17+",4.4,0,1,0,"No"
"604","O-Star","DATING",4.4,4633,38,5000,0,"Everyone",4.3,1,0,0,"No"
"605","Free Cam Girls - Live Webcam","DATING",3.5,3261,16,1000,0,"Mature 17+",4.03,0,1,0,"No"
"606","Cardi B Live Stream Video Chat - Prank","DATING",4.4,2655,3.4,500,0,"Everyone",4.03,1,0,0,"No"
"607","Live Girls Talk - Free Video Chat","DATING",4.8,561,4.7,5000,0,"Mature 17+",4.03,0,1,0,"No"
"608","Live Talk - Free Text and Video Chat","DATING",4.6,1543,5,10000,0,"Mature 17+",4.03,0,1,0,"No"
"609","Chat Kids - Chat Room For Kids","DATING",4.7,4686,4.9,100,0,"Mature 17+",4.03,0,1,0,"No"
"610","Girls Live Chat - Free Text & Video Chat","DATING",4.8,261,4.9,10000,0,"Mature 17+",4.03,0,1,0,"No"
"612","MouseMingle","DATING",2.7,2855,3.9,100,0,"Mature 17+",4.4,0,1,0,"No"
"613","American Girls Mobile Numbers","DATING",5,4207,4.4,1000,0,"Mature 17+",4.03,0,1,0,"No"
"615","FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT","DATING",4.8,5575,4.5,1000,0,"Mature 17+",4.03,0,1,0,"No"
"616","Awake Dating","DATING",5,1745,70,100,0,"Mature 17+",4.4,0,1,0,"No"
